ATL,4/3/16,1049,1046,2,1,0,1,0,8959,3264,43.52,414,2.63,529,14.45,0,0,4752,69.41,8959,130
ATL,4/4/16,1100,1100,10,2,0,8,0,11063,6557,43.49,449,4.43,941,24.57,0,0,3116,42.5,11063,115
ATL,4/5/16,1095,1100,1,1,0,0,0,5869,3213,32.52,0,0,134,4.27,0,0,2522,40.21,5869,77
ATL,4/6/16,1105,1097,0,0,0,0,0,5216,3284,23.92,149,1.69,581,21.32,11,0.48,1191,26.58,5216,74
ATL,4/7/16,1114,1116,2,1,1,0,0,8087,3908,35.77,59,2.05,700,18.85,0,0,3420,56.33,8087,113
ATL,4/8/16,1115,1116,1,1,0,0,0,5307,1759,35.38,55,0.92,687,27.91,0,0,2806,49.8,5307,114
ATL,4/9/16,903,908,1,1,0,0,0,3623,2069,25.85,167,3.73,457,15.58,0,0,930,21.84,3623,67
ATL,4/10/16,1069,1068,0,0,0,0,0,3792,1789,27.18,0,0,359,13.53,0,0,1644,31.29,3792,72
ATL,4/11/16,1110,1114,3,2,0,1,0,6337,2506,36.4,15,0.56,1374,37.01,0,0,2442,48.03,6337,122
ATL,4/12/16,1091,1094,2,1,1,0,0,5873,3811,32.63,0,0,437,20.68,17,1,1608,30.7,5873,85
ATL,4/13/16,1100,1101,1,1,0,0,0,5876,3670,42.6,409,1,627,28.14,0,0,1170,22.26,5876,94
ATL,4/14/16,1127,1127,0,0,0,0,0,2984,1245,18.93,0,0,505,22.51,18,1,1216,25.56,2984,68
ATL,4/15/16,1126,1127,0,0,0,0,0,6022,1279,19.17,460,4.25,1195,42.19,6,0.13,3082,41.25,6022,107
ATL,4/16/16,896,898,4,0,4,0,0,3145,1827,21.37,8,0.07,904,28.52,9,0.36,397,10.68,3145,61
ATL,4/17/16,1065,1059,5,0,5,0,0,9757,2784,34.89,1116,5.83,1470,27.7,0,0,4387,49.59,9757,118
ATL,4/18/16,1116,1117,10,0,9,1,0,6243,2434,29.83,1301,7.68,548,17.21,0,0,1960,32.28,6243,87
ATL,4/19/16,1106,1112,0,0,0,0,0,4367,3361,28.64,48,1,241,8.65,0,0,717,16.71,4367,55
ATL,4/20/16,1113,1108,0,0,0,0,0,4022,2493,25,497,0.96,344,14.36,0,0,688,18.68,4022,59
ATL,4/21/16,1126,1124,0,0,0,0,0,5588,1821,30.94,241,1.86,793,22.15,0,0,2733,42.05,5588,97
ATL,4/22/16,1129,1130,0,0,0,0,0,6259,3179,33.02,44,2.21,1153,38.08,0,0,1883,38.69,6259,112
ATL,4/23/16,899,902,0,0,0,0,0,3586,2319,21.93,0,0,101,4.31,10,0.56,1156,18.2,3586,45
ATL,4/24/16,1069,1070,0,0,0,0,0,2674,1032,17.02,28,1.43,359,12.55,0,0,1255,18.01,2674,49
ATL,4/25/16,1122,1126,1,1,0,0,0,2558,1176,15.32,83,1.84,306,9.56,0,0,993,17.27,2558,44
ATL,4/26/16,1095,1111,4,2,2,0,0,10834,3932,32.71,1986,5.43,1442,29.39,0,0,3474,59.47,10834,127
ATL,4/27/16,1110,1107,1,0,1,0,0,6923,3922,39.67,101,1.97,823,27.81,0,0,2077,44.55,6923,114
ATL,4/28/16,1126,1129,1,0,1,0,0,5148,2170,27.33,330,4.91,758,28.42,0,0,1890,38.34,5148,99
ATL,4/29/16,1125,1122,1,0,0,1,0,11575,4515,42.35,324,3.12,2222,48.24,0,0,4514,61.29,11575,155
ATL,4/30/16,892,886,5,3,2,0,0,9760,4464,46.23,101,2.24,2339,68.49,0,0,2856,48.03,9760,165
ATL,5/1/16,1073,1071,0,0,0,0,0,22978,8886,89.45,1346,8.09,3419,84.33,0,0,9327,141.14,22978,323
ATL,5/2/16,1122,1125,5,4,1,0,0,20560,7750,69.96,656,5.41,4421,76.68,2,0.07,7731,105.88,20560,258
ATL,5/3/16,1106,1114,0,0,0,0,0,6835,3133,41.74,61,1.74,1157,41.41,0,0,2484,38.11,6835,123
ATL,5/4/16,1108,1105,0,0,0,0,0,13521,3519,37.03,2418,12.94,1566,39.43,25,0.76,5993,78.84,13521,169
ATL,5/5/16,1134,1133,2,0,2,0,0,8520,4667,45.98,28,0.9,429,16.35,0,0,3396,51.77,8520,115
ATL,5/6/16,1135,1135,0,0,0,0,0,6005,2411,32.96,0,0,402,15.29,0,0,3192,62.75,6005,111
ATL,5/7/16,829,836,0,0,0,0,0,2097,1194,24.67,0,0,225,7.98,0,0,678,12.35,2097,45
ATL,5/8/16,1019,1015,0,0,0,0,0,3713,876,15.74,25,0.51,468,8.34,42,1,2302,29.41,3713,55
ATL,5/9/16,1135,1134,1,0,1,0,0,5008,2425,25.66,0,0,424,13.63,0,0,2159,49.71,5008,89
ATL,5/10/16,1109,1119,1,1,0,0,0,9315,5826,28.72,209,2.68,838,29.16,14,0.93,2428,34.51,9315,96
ATL,5/11/16,1119,1116,2,0,2,0,0,7393,3334,39.13,340,4.69,929,28.38,0,0,2790,44.79,7393,117
ATL,5/12/16,1135,1133,1,0,1,0,0,12906,4017,56.63,904,14.51,4601,98.32,12,0.71,3372,70.83,12906,241
ATL,5/13/16,1134,1135,0,0,0,0,0,5886,2591,35.03,19,0.86,1050,38.58,0,0,2226,42.53,5886,117
ATL,5/14/16,890,897,0,0,0,0,0,5983,3934,32.3,135,2.03,402,14.58,0,0,1512,17.1,5983,66
ATL,5/15/16,1084,1080,0,0,0,0,0,4336,2420,23.64,21,0.84,513,17.13,0,0,1382,23.39,4336,65
ATL,5/16/16,1135,1136,0,0,0,0,0,5582,3127,30.85,2,0.06,387,15.42,0,0,2066,37.67,5582,84
ATL,5/17/16,1115,1115,1,1,0,0,0,11397,3276,40.76,616,10.66,3642,119.94,0,0,3863,90.64,11397,262
ATL,5/18/16,1121,1119,0,0,0,0,0,6546,2376,34.92,744,6.18,1321,44.06,0,0,2105,47.83,6546,133
ATL,5/19/16,1135,1134,0,0,0,0,0,11679,4720,56.13,262,4.29,2516,90.09,0,0,4181,79.49,11679,23
ATL,5/20/16,1136,1138,0,0,0,0,0,11052,3395,46.72,311,2.88,3410,127.57,0,0,3936,85.83,11052,263
ATL,5/21/16,893,894,0,0,0,0,0,5160,1915,40.64,87,2.41,1543,58.5,0,0,1615,41.46,5160,143
