ATL	4/2/16	878	885	10	11	3	1	75.06	82.15	18.37	15.81	158	82.7	ATL	4/2/16	5	5	0	0	5518	44.11	108	1.83	1344	32.91	0	0	6097	79.15	13067	158
ATL	4/3/16	1049	1046	2	4	2	0	82.46	87.57	10.51	9.19	130	68.92	ATL	4/3/16	1	0	1	0	3264	43.52	414	2.63	529	14.45	0	0	4752	69.41	8959	130
ATL	4/4/16	1100	1100	10	10	3	1	86.64	89.55	10.2	10.75	115	96.2	ATL	4/4/16	2	0	8	0	6557	43.49	449	4.43	941	24.57	0	0	3116	42.5	11063	115
ATL	4/5/16	1095	1100	1	1	1	1	90.05	93	5.33	5.8	77	76.22	ATL	4/5/16	1	0	0	0	3213	32.52	0	0	134	4.27	0	0	2522	40.21	5869	77
ATL	4/6/16	1105	1097	0	0	0	4	90.68	93.25	4.89	5.66	74	70.49	ATL	4/6/16	0	0	0	0	3284	23.92	149	1.69	581	21.32	11	0.48	1191	26.58	5216	74
ATL	4/7/16	1114	1116	2	1	2	1	84.83	89.87	8.68	7.98	113	71.57	ATL	4/7/16	1	1	0	0	3908	35.77	59	2.05	700	18.85	0	0	3420	56.33	8087	113
ATL	4/8/16	1115	1116	1	1	1	0	87.71	89.78	6.12	5.63	114	46.55	ATL	4/8/16	1	0	0	0	1759	35.38	55	0.92	687	27.91	0	0	2806	49.8	5307	114
ATL	4/9/16	903	908	1	0	1	0	90.48	92.62	4.76	4.6	67	54.07	ATL	4/9/16	1	0	0	0	2069	25.85	167	3.73	457	15.58	0	0	930	21.84	3623	67
ATL	5/1/16	1073	1071	0	0	1	0	61.98	69.84	24.05	22.93	323	71.14	ATL	5/1/16	0	0	0	0	8886	89.45	1346	8.09	3419	84.33	0	0	9327	141.14	22978	323
ATL	5/2/16	1122	1125	5	6	4	0	74.78	77.07	15.46	19.41	258	79.69	ATL	5/2/16	4	1	0	0	7750	69.96	656	5.41	4421	76.68	2	0.07	7731	105.88	20560	258
ATL	5/3/16	1106	1114	0	1	4	0	88.52	88.96	5.54	7.17	123	55.57	ATL	5/3/16	0	0	0	0	3133	41.74	61	1.74	1157	41.41	0	0	2484	38.11	6835	123
ATL	5/4/16	1108	1105	0	1	5	2	80.51	84.71	10.6	12.96	169	80.01	ATL	5/4/16	0	0	0	0	3519	37.03	2418	12.94	1566	39.43	25	0.76	5993	78.84	13521	169
ATL	5/5/16	1134	1133	2	3	1	1	84.92	89.85	9.15	8.59	115	74.09	ATL	5/5/16	0	2	0	0	4667	45.98	28	0.9	429	16.35	0	0	3396	51.77	8520	115
ATL	5/6/16	1135	1135	0	0	2	1	84.93	90.22	8.14	6.02	111	54.1	ATL	5/6/16	0	0	0	0	2411	32.96	0	0	402	15.29	0	0	3192	62.75	6005	111
ATL	5/7/16	829	836	0	0	2	0	92.04	94.62	4.19	3.11	45	46.6	ATL	5/7/16	0	0	0	0	1194	24.67	0	0	225	7.98	0	0	678	12.35	2097	45
ATL	5/8/16	1019	1015	0	0	1	0	89.7	94.58	6.01	4.1	55	67.51	ATL	5/8/16	0	0	0	0	876	15.74	25	0.51	468	8.34	42	1	2302	29.41	3713	55
ATL	5/9/16	1135	1134	1	1	0	1	88.19	92.15	6.28	4.97	89	56.27	ATL	5/9/16	0	1	0	0	2425	25.66	0	0	424	13.63	0	0	2159	49.71	5008	89
ATL	6/1/16	1110	1116	6	1	4	2	77.39	75.63	12.85	14.32	272	54.5	ATL	6/1/16	0	5	1	0	3721	40.63	510	9.97	5745	147.14	0	0	4849	74.26	14825	272
ATL	6/2/16	1130	1129	1	2	2	1	78.94	78.57	13.57	12.79	242	55.06	ATL	6/2/16	0	1	0	0	3565	53.92	441	5.49	2987	83.16	0	0	6331	99.43	13324	241.99
ATL	6/3/16	1134	1132	1	1	1	1	86.86	88.43	6.99	7.94	131	61.99	ATL	6/3/16	1	0	0	0	4361	45.09	113	3.27	715	23.92	0	0	2932	58.72	8121	131
ATL	6/4/16	893	897	2	2	1	0	86.79	90.86	6.4	5.76	82	53.27	ATL	6/4/16	2	0	0	0	1829	30.12	0	0	981	28.16	0	0	1558	23.72	4368	82
ATL	6/5/16	1090	1090	2	3	2	0	78.26	86.42	14.96	10.67	148	72.5	ATL	6/5/16	0	1	1	0	3234	36.71	238	4.89	1714	29.22	0	0	5544	77.19	10730	148
ATL	6/6/16	1130	1127	1	1	4	5	76.73	77.64	13.73	14.58	252	59.3	ATL	6/6/16	1	0	0	0	3746	55.52	2513	6.02	4137	118.04	0	0	4547	72.42	14943	252
ATL	6/7/16	1108	1116	0	1	6	1	86.91	91.31	6.57	7.71	97	80.68	ATL	6/7/16	0	0	0	0	4830	33.26	60	2.67	834	22.8	0	0	2102	38.28	7826	97
ATL	6/8/16	1115	1110	2	2	4	2	87.62	91.53	5.96	5.06	94	52.89	ATL	6/8/16	2	0	0	0	1824	25.35	111	1.33	697	21.96	0	0	2340	45.36	4972	94
ATL	6/9/16	1148	1148	1	1	1	0	89.37	92.42	5.98	4.92	87	56.43	ATL	6/9/16	1	0	0	0	2781	30.39	202	3.02	490	16.87	0	0	1436	36.72	4909	87
ATL	7/1/16	1153	1159	4	7	8	0	76.24	83.95	20.67	15.33	186	91.24	ATL	7/1/16	1	2	1	0	4897	51.39	2990	11.19	3113	39.62	15	1	5956	82.81	16971	186
ATL	7/2/16	929	934	4	4	3	0	82.13	89.72	8.55	6.7	96	59.92	ATL	7/2/16	3	0	1	0	3338	47.91	23	1	372	12.85	0	0	2019	34.24	5752	96
ATL	7/3/16	847	846	2	1	1	0	91.5	95.15	4.62	5.86	41	114.17	ATL	7/3/16	2	0	0	0	3344	22.34	53	2	266	4.49	39	1	979	11.17	4681	41
ATL	7/4/16	849	848	0	0	1	0	91.64	93.51	4.72	4.13	55	57.47	ATL	7/4/16	0	0	0	0	1486	20.67	481	5.41	317	10.81	0	0	877	18.11	3161	55
ATL	7/5/16	1120	1086	26	24	2	38	45.27	45.86	55.54	54.68	588	99.68	ATL	7/5/16	2	22	2	0	8083	67.51	4296	38.18	22840	259.14	0	0	23393	223.16	58612	588
ATL	7/6/16	1116	1098	7	8	2	21	39.87	43.35	60.54	63.21	622	110.55	ATL	7/6/16	1	6	0	0	15773	132.94	4428	32.74	23683	240.24	0	0	24880	216.08	68764	622
ATL	7/7/16	1131	1129	0	1	1	1	76.75	80.78	14.15	13.17	217	63.63	ATL	7/7/16	0	0	0	0	5918	81.72	595	10.3	1465	37.51	0	0	5829	87.47	13807	217
ATL	7/8/16	1120	1125	5	6	7	1	79.91	86.84	13.72	12.38	148	89.79	ATL	7/8/16	1	2	2	0	5428	47.69	356	5.32	2690	34.69	0	0	4815	60.3	13289	148
ATL	7/9/16	937	944	3	3	4	0	89.86	89.3	5.39	7.23	101	63.02	ATL	7/9/16	2	1	0	0	3434	44.92	168	4.48	1086	23.06	0	0	1677	28.54	6365	101
ATL	8/1/16	1152	1145	9	15	2	1	71.18	77.99	17.21	14.16	252	59.47	ATL	8/1/16	3	6	0	0	6089	81.43	22	0.88	1908	50.15	0	0	6968	119.54	14987	252
ATL	8/2/16	1123	1118	12	13	3	8	56.63	63.33	33.2	31.76	410	84.05	ATL	8/2/16	5	2	5	0	10112	69.69	1185	8.29	10466	160.02	23	0.96	12673	171.04	34459	410
ATL	8/3/16	1137	1141	2	1	2	1	86.1	88.96	8.03	7.86	126	65.59	ATL	8/3/16	1	1	0	0	3780	45.1	191	4.28	1388	28.59	0	0	2905	48.02	8264	126
ATL	8/4/16	1161	1155	0	0	0	5	73.56	80.52	14.78	14.49	225	68.91	ATL	8/4/16	0	0	0	0	5815	51.42	259	6.49	4037	82.12	0	0	5393	84.97	15504	225
ATL	8/5/16	1158	1161	1	0	3	1	83.25	87.08	8.88	7.55	150	50.71	ATL	8/5/16	1	0	0	0	3164	50.48	199	3.53	1179	38.06	3	0.02	3062	57.91	7607	150
ATL	8/6/16	938	941	1	0	4	1	84.43	88.63	8.07	7.42	107	58.98	ATL	8/6/16	1	0	0	0	2326	32.55	186	4.07	1569	28.68	0	0	2230	41.7	6311	107
ATL	8/7/16	1102	1101	3	3	0	3	82.03	85.29	10.19	13.03	162	81.83	ATL	8/7/16	3	0	0	0	7431	39.99	320	6.29	2006	61.64	53	1	3447	53.08	13257	162
ATL	8/8/16	818	884	343	276	1	0	22.74	19.8	160.58	179.26	709	222.85	ATL	8/8/16	343	0	0	0	82015	341.32	0	0	19120	121.43	0	0	56868	246.26	158003	709
ATL	8/9/16	895	857	240	282	3	0	36.54	41.77	87.4	94.4	499	161.1	ATL	8/9/16	240	0	0	0	37157	189.69	104	1.36	16910	124.15	0	0	26218	183.81	80389	499
ATL	1/10/16	948	943	2	3	1	0	74.26	77.2	16.29	19.32	215	80.22	ATL	1/10/16	1	1	0	0	6505	67.59	1409	10.78	3073	62.63	0	0	6261	73.99	17248	215
ATL	1/11/16	1037	1046	7	4	2	0	86.31	86.81	7.29	8.43	138	55.88	ATL	1/11/16	6	1	0	0	3933	52.44	264	5.75	991	30.76	0	0	2524	49.05	7712	138
ATL	1/12/16	1004	1004	2	5	3	0	87.25	86.95	6.97	11.13	131	78.27	ATL	1/12/16	2	0	0	0	5316	38.98	257	2.46	1203	36.46	0	0	3478	53.1	10254	131
ATL	1/13/16	1018	1016	1	0	0	0	88.31	90.94	6.64	5.95	92	56.64	ATL	1/13/16	1	0	0	0	2286	30.87	292	3.96	642	21.99	0	0	1991	35.17	5211	92
ATL	1/14/16	1050	1041	1	4	0	0	89.05	91.93	5.84	6.14	84	66.06	ATL	1/14/16	1	0	0	0	3692	36.01	0	0	443	17.37	10	0.33	1404	30.29	5549	84
ATL	1/15/16	1041	1048	3	2	6	1	67.53	69.85	19.23	19.22	316	58.75	ATL	1/15/16	2	1	0	0	6092	71.17	243	5.96	3600	101.35	0	0	8629	137.51	18564	316
ATL	1/16/16	699	706	1	3	0	0	89.56	91.08	6.86	8.26	63	82.68	ATL	1/16/16	0	1	0	0	3508	31.58	213	2.05	434	12.15	0	0	1054	17.23	5209	63
ATL	1/17/16	789	784	1	0	0	0	91.63	89.29	4.13	7.43	84	61.31	ATL	1/17/16	1	0	0	0	2357	20.47	165	2.28	1400	40.29	0	0	1228	20.95	5150	84
ATL	1/18/16	1037	1039	1	1	1	0	86.31	88.26	7.44	7.84	122	58.01	ATL	1/18/16	1	0	0	0	3085	37.78	280	5.11	958	35.46	0	0	2754	43.65	7077	122
ATL	1/19/16	1008	1014	0	0	1	0	87.3	89.64	6.93	7.18	105	63.23	ATL	1/19/16	0	0	0	0	3006	31.65	3	0.08	695	24.15	0	0	2935	49.12	6639	105
ATL	1/20/16	1011	1011	5	5	3	0	81.01	84.27	10.65	12.24	159	71.26	ATL	1/20/16	3	2	0	0	5125	42.72	682	6.48	1992	50.7	0	0	3532	59.1	11331	159
ATL	1/21/16	1048	1046	4	1	1	0	77.48	77.25	11.12	13.83	238	54.79	ATL	1/21/16	0	4	0	0	5991	67.45	125	3.04	2889	98.28	0	0	4034	69.23	13039	238
ATL	1/22/16	878	918	165	128	5	4	56.83	61.33	39.72	27.14	355	65.32	ATL	1/22/16	7	158	0	0	3810	58.91	2234	20.88	9013	162.45	0	0	8130	112.76	23187	355
ATL	1/23/16	614	610	123	136	2	0	48.7	47.54	40.37	55.13	320	103.6	ATL	1/23/16	3	116	4	0	7501	49.32	3228	15.09	7955	104.06	0	0	14467	151.53	33151	320
ATL	1/24/16	896	865	66	88	0	1	86.61	88.79	7.94	8.47	97	71.34	ATL	1/24/16	0	66	0	0	3523	40.13	754	6.39	510	18.41	0	0	2133	32.08	6920	97
ATL	1/25/16	1039	1029	8	20	0	1	87.78	89.7	6.55	6.31	106	53.87	ATL	1/25/16	0	7	1	0	2089	35.46	432	7.1	698	19.52	0	0	2491	43.91	5710	106
ATL	1/26/16	998	1002	5	8	1	0	91.38	91.82	4.54	5.24	82	52.9	ATL	1/26/16	0	3	2	0	2028	21.8	74	1.11	878	29.55	0	0	1358	29.54	4338	82
ATL	1/27/16	1015	1011	0	0	1	2	91.72	89.61	4.42	5.46	105	42.71	ATL	1/27/16	0	0	0	0	1864	27.93	0	0	1157	46.49	0	0	1464	30.59	4485	105
ATL	1/28/16	1046	1038	2	3	1	1	87.48	89.69	7.46	7.79	107	66.52	ATL	1/28/16	1	1	0	0	3109	28.27	4	0.2	753	28.21	0	0	3252	50.32	7118	107
ATL	1/29/16	1045	1047	2	2	1	0	91.1	92.84	5.23	4.42	75	53.01	ATL	1/29/16	1	1	0	0	1968	28.85	17	0.61	371	12.72	16	1	1604	31.82	3976	75
ATL	1/30/16	728	735	0	0	0	2	93.82	94.97	3.65	3.26	37	58.22	ATL	1/30/16	0	0	0	0	1235	14.82	55	0.71	391	14.25	0	0	473	7.22	2154	37
ATL	1/31/16	906	897	0	0	0	1	91.94	94.31	5.28	4.06	51	60.92	ATL	1/31/16	0	0	0	0	1943	22.15	30	0.77	356	10.46	0	0	778	17.62	3107	51
ATL	2/10/16	1015	1012	1	1	2	0	88.67	91.11	6.73	6.78	90	66.96	ATL	2/10/16	1	0	0	0	2600	19.12	135	3.78	1229	32.66	0	0	2062	34.45	6026	90
ATL	2/11/16	1050	1044	1	2	1	0	87.14	91.57	6.67	5.21	88	54.81	ATL	2/11/16	0	1	0	0	1793	21.75	0	0	904	24.72	0	0	2126	41.54	4823	88
ATL	2/12/16	1066	1060	3	3	2	0	83.21	88.77	8.77	7.15	119	56.6	ATL	2/12/16	1	1	1	0	3431	41.81	47	1.97	873	23.28	0	0	2384	51.94	6735	119
ATL	2/13/16	743	748	0	1	1	0	91.66	94.25	5.04	3.72	43	55.72	ATL	2/13/16	0	0	0	0	1398	24.83	545	1.67	253	11.01	0	0	200	5.5	2396	43
ATL	2/14/16	891	890	4	5	3	2	89.9	89.21	6.56	7.59	96	65.2	ATL	2/14/16	2	2	0	0	2787	29.3	486	6.65	1419	37.95	0	0	1567	22.1	6259	96
ATL	2/15/16	1010	1022	39	26	17	18	55.64	59.59	33.51	31.43	413	74.51	ATL	2/15/16	8	28	3	0	6752	70.72	4259	33.61	9173	183.22	13	0.48	10576	124.97	30773	413
ATL	2/16/16	1033	1022	15	34	7	0	61.96	70.45	25.76	26.03	302	85.34	ATL	2/16/16	13	2	0	0	7591	73.62	2348	17.4	1984	34.88	0	0	13850	176.09	25773	301.99
ATL	2/17/16	1058	1056	2	2	0	1	90.83	92.52	5.19	5.03	79	59.97	ATL	2/17/16	2	0	0	0	3141	35.07	36	1.37	248	9.14	0	0	1313	33.43	4738	79
ATL	2/18/16	1062	1063	1	2	3	2	88.42	92.38	6.04	6.77	81	81.14	ATL	2/18/16	1	0	0	0	3752	32.09	7	0.29	304	11.05	0	0	2509	37.57	6572	81
ATL	2/19/16	1069	1068	0	2	2	0	89.62	93.07	8.16	6.91	74	91.73	ATL	2/19/16	0	0	0	0	1457	18.44	61	0.46	237	9.22	0	0	5033	45.88	6788	74
ATL	2/20/16	781	784	0	0	1	0	93.21	94.39	3.91	4.07	44	65.27	ATL	2/20/16	0	0	0	0	1649	18.78	0	0	177	6.61	0	0	1046	18.61	2872	44
ATL	2/21/16	989	988	3	3	2	1	90.9	91.5	7.53	6.21	84	64.87	ATL	2/21/16	3	0	0	0	2349	28.17	0	0	340	13.58	0	0	2760	42.25	5449	84
ATL	2/22/16	1057	1059	2	1	0	0	79.85	84.89	11.02	9.91	160	56.05	ATL	2/22/16	2	0	0	0	3083	43.79	16	1.05	1488	53.14	0	0	4381	62.02	8968	160
ATL	2/23/16	1050	1051	2	3	2	0	83.9	84.4	8.24	8.43	164	45.41	ATL	2/23/16	1	1	0	0	2028	34.09	155	1	2336	82.12	0	0	2929	46.79	7448	16
ATL	2/24/16	1001	1025	38	28	20	6	62.84	66.93	27.27	25.94	339	74.13	ATL	2/24/16	6	28	4	0	7881	55.65	1676	10.64	5908	129.33	2	0.05	9662	143.33	25129	339
ATL	2/25/16	1064	1051	4	18	1	0	78.76	83.16	12.76	14.66	177	81.16	ATL	2/25/16	4	0	0	0	7113	62.26	245	3.55	702	20.51	25	1	6280	89.68	14365	17
ATL	2/26/16	1066	1063	0	1	0	0	85.93	90.31	7.3	7.53	103	72.38	ATL	2/26/16	0	0	0	0	3944	43.96	0	0	404	10.13	0	0	3107	48.91	7455	103
ATL	2/27/16	776	779	1	1	1	0	92.53	94.87	4.38	4.74	40	81.58	ATL	2/27/16	1	0	0	0	2676	23.49	0	0	276	8.17	0	0	311	8.34	3263	40
ATL	2/28/16	991	992	1	1	2	0	92.43	94.35	4.27	4.7	56	73.7	ATL	2/28/16	1	0	0	0	2967	21.41	41	1.71	331	14.4	0	0	788	18.49	4127	56
ATL	2/29/16	1063	1064	1	2	2	1	93.23	95.3	3.14	3.74	50	68.96	ATL	2/29/16	1	0	0	0	2270	26.43	0	0	320	11.9	0	0	858	11.67	3448	50
ATL	3/10/16	1092	1091	3	1	0	0	84.89	88.27	9.45	9.51	128	74.34	ATL	3/10/16	3	0	0	0	4408	37.01	0	0	1173	25.97	0	0	3935	65.02	9516	128
ATL	3/11/16	1091	1088	1	3	0	1	89.18	89.71	6.23	8.47	112	74.9	ATL	3/11/16	1	0	0	0	4722	34.48	406	4.52	1091	38.45	79	2	2091	32.54	8389	112
ATL	3/12/16	911	919	0	0	0	0	88.47	93.25	6.21	6.51	62	83.61	ATL	3/12/16	0	0	0	0	3329	27.1	0	0	604	17.51	0	0	1251	17.38	5184	62
ATL	3/13/16	1047	1048	2	1	3	0	89.11	91.6	5.8	5.99	88	61.08	ATL	3/13/16	0	2	0	0	2981	42.26	327	1.22	609	12.77	0	0	1458	31.74	5375	88
ATL	3/14/16	1089	1086	2	3	1	1	87.97	90.42	7.54	6.08	104	55.75	ATL	3/14/16	2	0	0	0	1840	31.45	20	0.71	976	23.72	0	0	2962	48.12	5798	104
ATL	3/15/16	1069	1069	2	4	1	0	92.7	94.29	3.84	4.56	61	72.23	ATL	3/15/16	2	0	0	0	2554	26.23	125	1.41	747	10.85	0	0	980	22.51	4406	61
ATL	3/16/16	1079	1078	1	0	3	1	87.86	91.65	6.4	5.91	90	61.37	ATL	3/16/16	1	0	0	0	2131	24.88	21	0.78	774	19.25	0	0	2597	45.09	5523	90
ATL	3/17/16	1103	1103	0	1	2	1	81.41	88.03	7.67	7.12	132	52.45	ATL	3/17/16	0	0	0	0	2599	39.98	142	2.7	1334	28.18	6	0.3	2842	60.84	6923	132
ATL	3/18/16	1104	1105	0	1	2	0	88.04	90.59	7.17	6.74	104	64.08	ATL	3/18/16	0	0	0	0	3008	31.85	97	1.78	724	20.38	0	0	2835	49.99	6664	104
ATL	3/19/16	912	918	1	2	4	0	77.41	84.1	12.28	11.97	146	69.89	ATL	3/19/16	0	0	1	0	3992	40.98	63	0.67	1444	24.58	0	0	4705	79.77	10204	146
ATL	3/20/16	1054	1053	0	0	0	1	88.43	91.45	7.26	5.55	90	56.53	ATL	3/20/16	0	0	0	0	1879	29.81	4	0.04	965	24.15	0	0	2240	36.01	5088	90
ATL	3/21/16	1104	1102	0	1	1	0	87.86	91.38	5.85	5.72	95	57.85	ATL	3/21/16	0	0	0	0	2965	32.42	91	1.48	529	19.61	0	0	1911	41.48	5496	95
ATL	3/22/16	1075	1080	0	0	2	0	93.67	94.91	3.81	4.05	55	71.29	ATL	3/22/16	0	0	0	0	2020	22.46	15	0.21	791	13.28	0	0	1095	19.05	3921	55
ATL	3/23/16	1056	1058	17	17	7	1	91	93.48	4.79	5.99	69	82.91	ATL	3/23/16	0	17	0	0	4013	32.2	0	0	437	15.85	0	0	1271	20.95	5721	69
ATL	3/24/16	1084	1022	12	10	5	69	67.25	77.1	33.13	17.91	234	74.4	ATL	3/24/16	2	10	0	0	4373	44.68	1040	10.86	6497	112.58	0	0	5499	65.87	17409	233.99
